ProductID,ProductName,Category,Price,StockQuantity,IsActive,CreatedAt
58,Electronics Item 00058,Electronics,2077.63,2,1,2021-11-04 04:14:21
59,Beauty Item 00059,Beauty,138.27,1803,1,2021-04-30 04:22:40
60,Books Item 00060,Books,56.59,741,1,2020-01-13 00:30:54
61,Books Item 00061,Books,13.54,1156,1,2024-10-01 18:36:26
62,Home Item 00062,Home,410.44,1500,1,2023-06-09 10:03:05
63,Beauty Item 00063,Beauty,106.16,1994,1,2025-04-16 04:25:01
64,Electronics Item 00064,Electronics,2215.07,1768,1,2024-06-14 17:00:23
65,Electronics Item 00065,Electronics,186.04,64,1,2025-01-15 18:45:03
66,Grocery Item 00066,Grocery,42.31,908,1,2022-02-10 14:33:07
67,Sports Item 00067,Sports,279.63,1034,1,2024-07-09 05:39:29
68,Electronics Item 00068,Electronics,1195.88,837,1,2025-04-15 16:52:10
69,Home Item 00069,Home,495.94,1530,1,2020-04-21 21:34:50
70,Fashion Item 00070,Fashion,201.84,972,1,2024-08-29 11:30:51
71,Fashion Item 00071,Fashion,140.23,565,1,2025-12-25 14:45:01
72,Sports Item 00072,Sports,82.51,535,1,2021-10-08 05:17:53
73,Home Item 00073,Home,22.87,1929,0,2020-12-08 02:50:32
74,Home Item 00074,Home,222.64,1476,1,2020-06-01 02:07:09
75,Home Item 00075,Home,482.35,1038,1,2022-08-18 20:15:42
76,Beauty Item 00076,Beauty,14.33,903,1,2020-01-24 20:48:26
77,Grocery Item 00077,Grocery,37.37,1108,1,2020-08-27 11:15:54
78,Fashion Item 00078,Fashion,253.42,1469,1,2020-03-15 20:18:51
79,Fashion Item 00079,Fashion,256.54,366,1,2024-11-08 14:47:08
80,Electronics Item 00080,Electronics,2313.46,877,1,2024-07-08 18:10:25
81,Fashion Item 00081,Fashion,209.82,816,1,2022-04-15 17:59:34
82,Sports Item 00082,Sports,597.57,568,1,2021-02-19 16:10:34
83,Beauty Item 00083,Beauty,56.94,675,1,2022-04-15 09:06:23
84,Home Item 00084,Home,292.82,190,1,2022-06-07 16:59:17
85,Home Item 00085,Home,440.29,753,1,2021-09-10 19:17:25
86,Electronics Item 00086,Electronics,374.75,538,1,2024-12-20 11:12:38
87,Beauty Item 00087,Beauty,181.18,771,1,2021-08-24 22:11:19
88,Home Item 00088,Home,476.00,1730,1,2023-02-07 17:49:13
89,Grocery Item 00089,Grocery,96.30,1258,1,2026-01-08 20:28:08
90,Electronics Item 00090,Electronics,2410.96,877,1,2020-01-08 04:02:39
91,Electronics Item 00091,Electronics,735.74,1564,1,2023-06-09 06:42:52
92,Home Item 00092,Home,399.17,717,1,2021-09-13 14:42:30
93,Sports Item 00093,Sports,416.39,617,1,2022-12-13 15:21:20
94,Fashion Item 00094,Fashion,73.08,1193,1,2021-03-29 07:13:00
95,Grocery Item 00095,Grocery,9.47,1243,1,2023-10-23 20:18:30
96,Fashion Item 00096,Fashion,279.01,840,1,2020-12-31 18:21:10
97,Home Item 00097,Home,454.52,1007,1,2020-10-25 01:42:51
98,Sports Item 00098,Sports,265.40,735,1,2020-08-31 16:53:16
99,Home Item 00099,Home,433.56,1962,1,2024-10-06 16:44:56
100,Books Item 00100,Books,46.86,1265,1,2022-10-17 23:45:24
101,Beauty Item 00101,Beauty,55.75,133,1,2024-06-23 05:27:46
102,Beauty Item 00102,Beauty,141.05,377,1,2025-08-01 21:06:57
103,Books Item 00103,Books,74.72,221,1,2024-06-12 15:09:26
104,Electronics Item 00104,Electronics,1273.40,1173,1,2022-08-21 03:20:55
105,Electronics Item 00105,Electronics,1605.58,219,0,2023-06-10 07:11:41
106,Electronics Item 00106,Electronics,1446.03,836,0,2024-07-22 06:31:01
107,Electronics Item 00107,Electronics,1650.43,1110,1,2025-05-11 00:17:42
108,Fashion Item 00108,Fashion,43.41,1416,1,2020-11-30 14:08:12
109,Sports Item 00109,Sports,182.03,1596,1,2020-03-30 13:18:39
110,Electronics Item 00110,Electronics,768.80,1378,1,2022-03-13 20:15:03
111,Electronics Item 00111,Electronics,2311.66,1269,0,2025-08-17 06:12:11
112,Electronics Item 00112,Electronics,914.84,1085,1,2021-11-26 12:12:14
113,Electronics Item 00113,Electronics,1978.57,1878,1,2022-07-30 06:06:29
114,Electronics Item 00114,Electronics,2271.60,1830,1,2023-12-23 11:46:35
115,Fashion Item 00115,Fashion,191.23,403,1,2025-04-20 21:52:56
116,Beauty Item 00116,Beauty,141.09,965,1,2025-01-29 03:28:17
117,Home Item 00117,Home,171.51,1299,1,2025-12-13 04:54:44
118,Electronics Item 00118,Electronics,554.90,84,1,2020-04-20 21:51:09
119,Home Item 00119,Home,356.22,1106,0,2025-06-19 03:46:09
120,Beauty Item 00120,Beauty,9.23,1691,1,2023-09-18 11:39:57
121,Books Item 00121,Books,48.54,1570,1,2025-04-19 02:07:38
122,Sports Item 00122,Sports,159.62,327,1,2023-01-22 00:17:36
123,Fashion Item 00123,Fashion,48.68,1249,1,2023-03-12 15:18:51
124,Electronics Item 00124,Electronics,1901.89,576,1,2022-09-12 07:58:26
125,Grocery Item 00125,Grocery,113.79,1527,1,2021-10-19 02:18:36
126,Home Item 00126,Home,37.64,1335,1,2024-12-07 16:27:17
127,Electronics Item 00127,Electronics,991.71,1252,1,2025-05-16 02:24:40
128,Fashion Item 00128,Fashion,246.19,556,1,2020-10-24 07:42:04
129,Grocery Item 00129,Grocery,117.55,454,1,2022-06-02 07:52:00
130,Fashion Item 00130,Fashion,254.27,1109,1,2022-03-29 23:13:53
131,Books Item 00131,Books,79.80,1408,1,2022-08-13 00:17:41
132,Sports Item 00132,Sports,187.68,1423,1,2024-02-27 13:33:03
133,Grocery Item 00133,Grocery,46.59,1019,1,2021-11-15 16:44:30
134,Fashion Item 00134,Fashion,54.49,511,1,2021-01-22 12:43:14
135,Electronics Item 00135,Electronics,1958.06,936,1,2025-10-13 10:05:36
136,Fashion Item 00136,Fashion,228.05,773,1,2021-12-18 15:56:43
137,Home Item 00137,Home,175.78,1612,1,2024-09-22 02:04:02
138,Sports Item 00138,Sports,430.98,793,1,2021-12-01 06:56:18
139,Electronics Item 00139,Electronics,215.54,1946,1,2024-01-15 01:09:05
140,Electronics Item 00140,Electronics,1998.12,1082,1,2025-02-24 16:38:17
141,Electronics Item 00141,Electronics,411.17,295,1,2025-04-05 15:48:47
142,Home Item 00142,Home,177.99,358,1,2024-10-12 16:06:12
143,Sports Item 00143,Sports,403.10,1398,1,2021-03-30 07:51:24
144,Grocery Item 00144,Grocery,15.88,277,1,2024-06-06 03:29:03
145,Fashion Item 00145,Fashion,218.64,1493,1,2024-10-22 17:19:38
146,Electronics Item 00146,Electronics,2092.00,30,1,2023-09-19 15:33:07
147,Books Item 00147,Books,35.40,1856,1,2023-04-03 14:29:33
148,Electronics Item 00148,Electronics,1303.02,691,1,2021-05-11 11:10:16
149,Beauty Item 00149,Beauty,166.65,1951,1,2021-10-01 16:47:41
150,Beauty Item 00150,Beauty,77.18,760,1,2020-11-22 22:35:44
151,Beauty Item 00151,Beauty,158.53,1102,1,2020-07-12 02:58:41
152,Grocery Item 00152,Grocery,25.20,715,1,2024-06-28 17:05:00
153,Fashion Item 00153,Fashion,124.00,1403,1,2022-01-30 07:01:40
154,Sports Item 00154,Sports,597.88,1262,1,2024-01-20 14:45:17
155,Fashion Item 00155,Fashion,146.07,1814,1,2023-05-25 04:39:44
156,Fashion Item 00156,Fashion,256.89,452,1,2020-09-23 11:37:08
157,Fashion Item 00157,Fashion,44.83,1224,1,2022-03-26 09:28:03
158,Home Item 00158,Home,462.31,412,1,2020-12-13 01:01:48
159,Home Item 00159,Home,105.05,168,0,2023-10-03 12:34:49
160,Beauty Item 00160,Beauty,80.98,483,1,2023-10-02 12:31:25
161,Home Item 00161,Home,72.89,1581,1,2022-01-16 20:55:44
162,Sports Item 00162,Sports,492.83,560,1,2021-11-18 04:17:06
163,Fashion Item 00163,Fashion,27.96,1682,1,2023-11-03 00:12:09
164,Fashion Item 00164,Fashion,84.06,1471,1,2025-03-03 06:26:53
165,Home Item 00165,Home,330.72,1339,1,2023-04-10 06:01:57
166,Fashion Item 00166,Fashion,103.55,1029,1,2022-10-06 00:41:57
167,Beauty Item 00167,Beauty,163.17,1418,1,2021-09-05 23:27:16
168,Electronics Item 00168,Electronics,2491.21,1442,1,2022-10-06 04:25:04
169,Grocery Item 00169,Grocery,20.10,1884,1,2023-11-21 08:02:14
170,Sports Item 00170,Sports,34.35,1220,1,2023-09-09 22:31:26
171,Fashion Item 00171,Fashion,23.58,491,1,2023-03-04 10:30:57
172,Home Item 00172,Home,333.89,1784,1,2023-07-06 11:23:34
173,Fashion Item 00173,Fashion,201.18,1512,1,2023-12-11 02:42:12
174,Fashion Item 00174,Fashion,108.32,99,1,2023-12-24 14:52:18
175,Beauty Item 00175,Beauty,80.23,1801,1,2025-02-28 07:41:40
176,Sports Item 00176,Sports,521.86,277,1,2023-04-30 21:58:20
177,Electronics Item 00177,Electronics,2030.18,1959,1,2021-11-07 13:02:55
178,Electronics Item 00178,Electronics,72.61,20,1,2023-05-21 14:53:47
179,Electronics Item 00179,Electronics,1729.74,161,1,2023-10-17 23:44:56
180,Beauty Item 00180,Beauty,105.16,1184,1,2021-10-17 01:49:39
181,Fashion Item 00181,Fashion,147.85,739,0,2020-11-10 15:12:24
182,Sports Item 00182,Sports,284.54,261,1,2021-10-22 11:36:34
183,Beauty Item 00183,Beauty,43.31,1248,1,2020-09-23 12:47:27
184,Electronics Item 00184,Electronics,128.06,1555,1,2024-04-17 07:47:10
185,Electronics Item 00185,Electronics,90.07,374,1,2025-12-06 12:43:15
186,Grocery Item 00186,Grocery,55.79,916,1,2024-05-26 18:38:16
187,Sports Item 00187,Sports,293.94,1830,1,2024-01-06 03:02:28
188,Sports Item 00188,Sports,55.42,1319,1,2021-08-19 10:38:34
189,Electronics Item 00189,Electronics,1646.90,157,1,2021-10-16 10:22:29
190,Beauty Item 00190,Beauty,165.85,945,1,2024-02-27 22:03:15
191,Electronics Item 00191,Electronics,1380.16,1172,0,2023-01-12 14:15:22
192,Fashion Item 00192,Fashion,23.28,1877,1,2025-09-06 23:56:42
193,Fashion Item 00193,Fashion,297.69,298,1,2022-12-01 20:51:56
194,Books Item 00194,Books,32.62,1440,1,2024-01-03 14:06:16
195,Grocery Item 00195,Grocery,57.85,59,1,2020-12-07 14:28:03
196,Electronics Item 00196,Electronics,572.88,382,1,2022-07-23 03:54:32
197,Grocery Item 00197,Grocery,22.59,502,1,2024-01-03 04:57:01
198,Sports Item 00198,Sports,45.40,1111,1,2020-10-10 21:36:53
199,Fashion Item 00199,Fashion,146.80,693,0,2023-07-30 20:01:18
200,Sports Item 00200,Sports,361.00,1238,1,2025-06-06 08:34:31
201,Home Item 00201,Home,472.47,1066,1,2021-07-23 10:06:32
202,Books Item 00202,Books,53.36,890,1,2021-06-27 21:29:03
203,Books Item 00203,Books,42.75,139,1,2023-01-07 01:24:19
204,Grocery Item 00204,Grocery,28.82,1900,1,2022-01-13 04:36:00
205,Home Item 00205,Home,401.14,1868,1,2024-05-21 16:10:41
206,Home Item 00206,Home,392.35,1651,1,2025-09-05 23:53:48
207,Electronics Item 00207,Electronics,816.64,344,1,2022-11-09 03:29:50
208,Beauty Item 00208,Beauty,158.87,1999,1,2025-08-03 11:31:59
209,Grocery Item 00209,Grocery,51.39,27,1,2020-10-31 23:48:02
210,Electronics Item 00210,Electronics,2274.25,1029,1,2020-10-08 20:49:41
211,Sports Item 00211,Sports,209.14,1303,1,2023-06-15 00:12:14
212,Grocery Item 00212,Grocery,18.81,134,1,2024-04-03 02:36:15
213,Home Item 00213,Home,125.68,1843,1,2020-04-04 21:00:18
214,Grocery Item 00214,Grocery,114.01,758,1,2024-02-16 05:20:55
215,Beauty Item 00215,Beauty,127.60,436,1,2025-07-16 15:01:02
216,Electronics Item 00216,Electronics,1008.30,632,1,2022-12-23 18:53:34
217,Grocery Item 00217,Grocery,13.74,942,1,2020-12-10 13:02:23
218,Sports Item 00218,Sports,106.26,120,1,2023-07-03 09:11:50
219,Books Item 00219,Books,8.51,1618,1,2021-04-05 01:31:36
220,Fashion Item 00220,Fashion,238.95,585,1,2025-01-03 22:28:00
221,Beauty Item 00221,Beauty,77.24,1255,1,2020-11-28 11:05:24
222,Beauty Item 00222,Beauty,185.18,956,1,2020-12-30 10:52:03
223,Beauty Item 00223,Beauty,156.00,1181,1,2021-09-24 09:03:54
224,Home Item 00224,Home,464.45,706,1,2025-05-31 20:29:08
225,Sports Item 00225,Sports,262.72,1116,1,2021-09-20 05:04:32
226,Electronics Item 00226,Electronics,1607.33,988,1,2023-03-20 18:42:49
227,Books Item 00227,Books,10.38,274,1,2020-05-22 05:41:28
228,Home Item 00228,Home,183.61,44,1,2021-03-02 16:30:54
229,Home Item 00229,Home,281.34,424,1,2024-12-09 19:06:51
230,Home Item 00230,Home,102.29,1106,1,2024-06-07 16:54:47
231,Grocery Item 00231,Grocery,100.36,1172,1,2022-11-03 19:39:16
232,Electronics Item 00232,Electronics,1063.49,1088,1,2021-09-19 21:46:36
233,Grocery Item 00233,Grocery,30.24,1570,1,2021-12-10 06:11:34
234,Electronics Item 00234,Electronics,838.71,438,1,2025-04-14 13:00:56
235,Books Item 00235,Books,32.07,1677,1,2020-05-04 14:18:03
236,Beauty Item 00236,Beauty,105.17,86,1,2020-11-02 16:13:59
237,Home Item 00237,Home,427.19,1172,1,2025-10-10 07:07:13
238,Home Item 00238,Home,468.76,621,1,2025-10-29 23:37:31
239,Electronics Item 00239,Electronics,1101.61,1131,1,2022-04-25 02:30:19
240,Electronics Item 00240,Electronics,1275.26,1366,1,2025-11-23 08:55:27
241,Sports Item 00241,Sports,20.48,535,1,2020-05-11 18:46:25
242,Beauty Item 00242,Beauty,184.55,1745,1,2025-06-15 10:28:45
243,Home Item 00243,Home,223.81,1249,1,2022-07-12 22:01:31
244,Grocery Item 00244,Grocery,22.24,1602,1,2025-07-08 04:23:14
245,Sports Item 00245,Sports,581.42,1523,1,2025-09-04 20:11:03
246,Electronics Item 00246,Electronics,1823.78,1596,1,2023-04-28 09:58:59
247,Electronics Item 00247,Electronics,2032.95,540,1,2021-08-27 07:49:21
248,Fashion Item 00248,Fashion,66.96,1791,1,2020-01-16 07:06:36
249,Fashion Item 00249,Fashion,14.09,1945,1,2024-04-01 02:03:42
250,Home Item 00250,Home,189.82,339,1,2024-07-29 18:15:38
251,Home Item 00251,Home,387.19,1347,1,2022-10-22 15:19:55
252,Beauty Item 00252,Beauty,114.55,342,1,2025-08-06 01:57:39
253,Fashion Item 00253,Fashion,130.53,356,1,2022-06-06 16:31:09
254,Home Item 00254,Home,445.34,293,1,2021-02-14 10:07:22
255,Fashion Item 00255,Fashion,234.63,1137,1,2025-09-14 22:59:41
256,Books Item 00256,Books,21.22,1154,1,2020-05-10 21:53:02
257,Electronics Item 00257,Electronics,427.67,1472,1,2024-12-05 06:08:43
258,Home Item 00258,Home,85.07,487,1,2022-09-23 13:25:50
259,Beauty Item 00259,Beauty,128.90,347,1,2020-09-28 14:01:36
260,Electronics Item 00260,Electronics,879.51,435,1,2020-03-13 13:13:18
261,Home Item 00261,Home,332.18,479,1,2022-01-10 06:52:17
262,Fashion Item 00262,Fashion,247.99,1435,1,2020-05-13 21:22:07
263,Books Item 00263,Books,70.47,1731,0,2020-01-04 12:07:08
264,Books Item 00264,Books,68.30,891,1,2025-02-13 19:29:32
265,Fashion Item 00265,Fashion,134.47,1835,1,2021-12-17 20:42:53
266,Electronics Item 00266,Electronics,1123.28,900,1,2021-10-12 05:07:55
267,Beauty Item 00267,Beauty,48.77,1011,1,2022-10-16 05:20:01
268,Fashion Item 00268,Fashion,33.93,1753,0,2025-04-25 14:57:52
269,Fashion Item 00269,Fashion,291.58,1947,1,2024-02-14 18:10:27
270,Fashion Item 00270,Fashion,99.06,1364,1,2021-11-22 03:26:38
271,Home Item 00271,Home,218.04,285,1,2022-10-19 16:12:23
272,Home Item 00272,Home,310.77,359,1,2024-07-20 15:53:19
273,Electronics Item 00273,Electronics,1596.16,1218,1,2021-11-19 13:41:07
274,Sports Item 00274,Sports,598.26,236,1,2024-09-28 18:16:10
275,Electronics Item 00275,Electronics,826.82,1527,1,2022-10-22 10:24:57
276,Books Item 00276,Books,26.00,1969,1,2023-12-06 23:59:45
277,Electronics Item 00277,Electronics,1640.57,1587,1,2022-03-02 16:02:36
278,Beauty Item 00278,Beauty,89.92,626,1,2024-05-21 20:11:44
279,Home Item 00279,Home,284.39,1015,1,2023-12-02 03:56:25
280,Home Item 00280,Home,441.14,1643,1,2024-10-09 12:40:41
281,Home Item 00281,Home,406.06,514,1,2020-06-30 21:13:04
282,Electronics Item 00282,Electronics,540.21,1794,1,2022-07-23 05:59:44
283,Sports Item 00283,Sports,502.60,1933,0,2022-06-02 01:19:28
284,Beauty Item 00284,Beauty,190.22,1712,1,2025-01-03 02:56:26
285,Home Item 00285,Home,154.89,1590,1,2025-02-13 14:16:59
286,Electronics Item 00286,Electronics,2188.78,44,1,2023-08-02 19:24:17
287,Grocery Item 00287,Grocery,45.67,1301,1,2022-11-20 22:59:11
288,Home Item 00288,Home,199.26,292,1,2022-04-25 00:16:26
289,Home Item 00289,Home,465.31,178,1,2022-02-28 07:25:44
290,Home Item 00290,Home,12.18,579,1,2023-02-13 20:23:22
291,Sports Item 00291,Sports,693.81,1163,1,2025-09-15 20:11:49
292,Fashion Item 00292,Fashion,219.75,564,1,2022-12-25 20:57:51
293,Electronics Item 00293,Electronics,1753.26,227,1,2022-09-21 06:31:29
294,Books Item 00294,Books,44.41,1695,1,2022-11-30 04:19:45
295,Beauty Item 00295,Beauty,171.24,976,1,2025-10-07 08:02:57
296,Home Item 00296,Home,159.43,140,1,2024-03-11 19:59:48
297,Fashion Item 00297,Fashion,299.99,363,1,2025-04-21 05:08:32
298,Home Item 00298,Home,18.62,832,1,2023-11-18 14:16:07
299,Books Item 00299,Books,41.58,834,1,2023-04-09 00:57:18
300,Fashion Item 00300,Fashion,166.12,149,1,2022-01-12 15:45:27
301,Fashion Item 00301,Fashion,226.62,1500,1,2022-12-09 11:01:52
302,Electronics Item 00302,Electronics,2285.92,412,1,2023-12-24 02:31:43
303,Home Item 00303,Home,328.97,59,1,2020-05-04 13:21:22
304,Home Item 00304,Home,134.28,232,0,2020-09-04 03:50:12
305,Home Item 00305,Home,64.29,1333,1,2020-04-16 20:50:52
306,Beauty Item 00306,Beauty,38.15,205,1,2020-08-08 14:12:30
307,Grocery Item 00307,Grocery,2.24,1793,1,2025-05-06 07:41:21
308,Electronics Item 00308,Electronics,1104.14,516,1,2022-09-25 15:31:24
309,Sports Item 00309,Sports,402.57,87,1,2023-04-23 19:42:24
310,Electronics Item 00310,Electronics,1655.82,323,1,2025-05-24 15:22:09
311,Home Item 00311,Home,411.75,264,1,2023-10-16 03:57:49
312,Grocery Item 00312,Grocery,65.12,469,1,2020-09-18 11:33:23
313,Home Item 00313,Home,52.34,518,1,2024-07-30 19:59:01
314,Sports Item 00314,Sports,385.59,171,1,2020-05-27 03:44:27
315,Electronics Item 00315,Electronics,2054.43,458,1,2025-12-06 15:16:53
316,Fashion Item 00316,Fashion,203.04,113,1,2024-08-02 07:24:48
317,Books Item 00317,Books,39.48,444,1,2024-08-14 03:16:38
318,Fashion Item 00318,Fashion,49.35,692,1,2024-11-09 14:18:22
319,Electronics Item 00319,Electronics,537.56,1876,1,2025-07-16 09:42:06
320,Beauty Item 00320,Beauty,129.85,1088,0,2020-07-03 18:30:44
321,Beauty Item 00321,Beauty,194.90,360,1,2023-07-14 15:25:27
322,Beauty Item 00322,Beauty,63.62,1216,1,2021-01-19 17:31:48
323,Electronics Item 00323,Electronics,2232.41,1057,1,2021-12-29 16:32:06
324,Beauty Item 00324,Beauty,55.72,1598,1,2025-02-09 13:23:34
325,Home Item 00325,Home,390.63,1852,1,2024-11-20 17:14:41
326,Beauty Item 00326,Beauty,65.99,164,1,2024-04-27 17:21:59
327,Fashion Item 00327,Fashion,214.16,1354,1,2020-10-26 00:57:20
328,Home Item 00328,Home,226.08,38,1,2025-08-18 23:20:52
329,Grocery Item 00329,Grocery,108.98,1122,1,2022-07-01 01:39:27
330,Home Item 00330,Home,343.71,1774,1,2020-11-26 18:48:46
331,Home Item 00331,Home,257.34,765,1,2024-06-07 12:48:41
332,Grocery Item 00332,Grocery,58.67,229,0,2024-02-17 14:05:30
333,Electronics Item 00333,Electronics,1539.97,267,1,2023-06-26 05:37:19
334,Electronics Item 00334,Electronics,2124.26,360,1,2020-12-31 08:19:49
335,Fashion Item 00335,Fashion,106.45,1368,1,2021-10-24 17:25:42
336,Electronics Item 00336,Electronics,598.91,1294,1,2023-09-02 07:08:12
337,Home Item 00337,Home,452.93,1594,1,2021-10-20 05:13:07
338,Sports Item 00338,Sports,190.33,1888,1,2023-01-29 10:07:46
339,Home Item 00339,Home,83.13,1144,1,2021-04-11 18:29:11
340,Fashion Item 00340,Fashion,178.78,1011,1,2025-07-04 04:42:21
341,Home Item 00341,Home,287.06,1039,1,2024-04-06 00:07:50
342,Electronics Item 00342,Electronics,1199.51,1342,1,2024-01-31 15:50:05
343,Electronics Item 00343,Electronics,1846.09,1435,1,2023-04-27 15:27:00
344,Fashion Item 00344,Fashion,198.22,246,1,2020-04-05 11:24:58
345,Electronics Item 00345,Electronics,1339.30,1892,1,2021-05-08 10:03:11
346,Fashion Item 00346,Fashion,36.29,1043,1,2023-03-23 03:34:57
347,Fashion Item 00347,Fashion,110.03,759,1,2021-02-25 20:01:48
348,Home Item 00348,Home,220.46,1235,1,2020-03-25 16:42:15
349,Home Item 00349,Home,324.65,1252,1,2024-11-15 04:01:21
350,Sports Item 00350,Sports,514.92,411,1,2025-04-10 03:41:12
351,Home Item 00351,Home,275.12,1455,1,2020-12-06 19:40:56
352,Grocery Item 00352,Grocery,98.38,945,1,2023-08-22 02:36:24
353,Home Item 00353,Home,448.81,854,1,2024-10-24 01:42:42
354,Grocery Item 00354,Grocery,94.22,543,1,2020-04-11 08:03:52
355,Sports Item 00355,Sports,337.16,1672,1,2023-07-02 11:02:17
356,Books Item 00356,Books,42.15,939,0,2023-10-14 10:02:31
357,Fashion Item 00357,Fashion,237.94,251,1,2023-03-04 21:08:26
358,Grocery Item 00358,Grocery,58.12,1451,1,2022-02-21 13:33:51
359,Electronics Item 00359,Electronics,786.41,1778,1,2020-12-07 06:20:29
360,Sports Item 00360,Sports,588.93,1517,1,2023-09-04 12:25:17
361,Books Item 00361,Books,68.79,381,1,2023-05-18 14:31:04
362,Electronics Item 00362,Electronics,2295.43,1447,1,2026-01-05 17:05:36
363,Beauty Item 00363,Beauty,141.16,1827,1,2020-11-02 15:24:47
364,Electronics Item 00364,Electronics,1600.35,1232,1,2022-08-05 23:42:34
365,Sports Item 00365,Sports,408.41,447,1,2025-08-29 08:50:12
366,Electronics Item 00366,Electronics,1612.60,1603,1,2023-09-08 21:31:57
367,Electronics Item 00367,Electronics,1041.86,790,1,2021-02-25 01:59:33
368,Fashion Item 00368,Fashion,263.78,784,1,2022-10-31 07:41:10
369,Books Item 00369,Books,51.70,284,0,2024-10-16 04:26:24
370,Sports Item 00370,Sports,691.61,550,1,2024-07-19 11:43:44
371,Fashion Item 00371,Fashion,60.27,1900,1,2025-02-12 19:20:42
372,Beauty Item 00372,Beauty,100.87,680,1,2025-02-12 03:49:32
373,Fashion Item 00373,Fashion,205.51,364,1,2020-06-10 19:44:37
