OrderID,CustomerID,OrderDate,TotalAmount,Status
58,7841,2025-02-04 13:31:22,631.02,Paid
59,19493,2024-03-19 23:07:29,1301.40,Shipped
60,14337,2024-03-23 14:15:54,1017.39,Cancelled
61,11636,2025-01-02 14:19:29,392.01,Shipped
62,2653,2023-09-06 17:10:02,127.70,Paid
63,7756,2023-07-14 07:13:59,427.51,Shipped
64,14413,2023-04-06 13:44:15,3995.58,Paid
65,13494,2023-01-17 21:52:21,582.69,Paid
66,18167,2024-03-24 02:48:24,3992.22,Shipped
67,7505,2022-10-19 21:56:29,6498.18,Paid
68,9707,2024-01-28 20:35:48,1235.70,Paid
69,291,2022-06-25 00:45:32,2392.60,Shipped
70,17832,2022-12-25 07:35:22,1171.28,Paid
71,3999,2024-09-28 02:34:11,7058.43,Cancelled
72,3575,2022-01-18 10:53:21,2774.29,Shipped
73,18818,2024-06-19 01:12:57,515.30,Shipped
74,14660,2025-02-28 18:22:28,823.40,Pending
75,17651,2022-01-20 23:18:34,5934.20,Shipped
76,14831,2023-06-21 16:27:51,45.79,Paid
77,6855,2022-11-25 02:04:26,526.68,Shipped
78,8383,2023-10-31 10:45:54,361.44,Shipped
79,10539,2024-05-26 17:02:26,2946.24,Shipped
80,11879,2022-04-21 01:46:47,572.18,Cancelled
81,12644,2022-01-10 18:27:44,5592.57,Pending
82,13525,2024-08-11 09:04:11,4198.72,Paid
83,18190,2023-09-11 01:49:16,1260.29,Shipped
84,14301,2022-02-15 08:56:43,8862.01,Shipped
85,5799,2023-03-05 13:09:59,1589.19,Shipped
86,16451,2022-11-21 13:23:16,827.70,Paid
87,5990,2023-04-15 07:55:45,1472.36,Shipped
88,3332,2023-05-17 22:36:18,8320.97,Paid
89,643,2023-08-27 01:09:19,1325.74,Shipped
90,15812,2023-05-27 07:09:22,5993.99,Shipped
91,16361,2024-10-27 03:09:46,17246.64,Paid
92,9770,2023-11-28 05:03:16,4469.96,Pending
93,11912,2024-08-18 22:51:38,8256.32,Cancelled
94,4980,2022-09-10 02:54:51,2594.32,Pending
95,15476,2024-12-15 06:04:42,3286.76,Pending
96,12206,2025-03-31 00:43:06,270.35,Shipped
97,13781,2024-04-26 08:34:40,6382.23,Pending
98,15962,2022-07-27 12:05:06,709.25,Pending
99,18816,2023-10-27 05:50:00,11223.14,Paid
100,15245,2023-11-09 23:21:05,1380.02,Pending
101,7786,2023-07-26 22:18:51,16248.21,Shipped
102,17055,2023-05-24 01:30:46,881.95,Paid
103,13282,2022-01-08 23:01:09,208.14,Paid
104,8629,2022-06-07 02:39:30,50.50,Paid
105,1462,2023-04-17 09:52:05,751.23,Paid
106,1869,2023-07-14 23:42:51,522.12,Pending
107,15341,2023-03-09 02:26:18,1689.92,Shipped
108,16558,2023-10-21 03:20:07,3169.41,Shipped
109,5209,2022-06-26 03:17:32,3597.59,Paid
110,6850,2022-08-03 21:30:21,668.36,Paid
111,7270,2024-09-16 10:30:53,1583.28,Paid
112,1283,2023-08-13 21:32:11,603.78,Paid
113,16748,2022-04-09 05:00:59,3608.86,Pending
114,12644,2022-05-05 22:35:39,2445.49,Paid
115,18416,2023-03-21 02:41:56,294.09,Shipped
116,2425,2023-05-08 11:38:34,2360.25,Paid
117,15651,2023-06-14 12:59:00,1102.16,Paid
118,9145,2023-01-24 16:58:38,9421.10,Paid
119,7132,2022-02-08 17:10:16,2025.64,Pending
120,15154,2023-03-09 02:41:56,749.14,Shipped
121,14919,2025-03-17 10:34:09,3943.80,Paid
122,6881,2022-06-07 16:50:58,1872.41,Shipped
123,627,2024-09-21 11:38:27,3792.58,Cancelled
124,10606,2025-01-28 02:48:29,2048.49,Pending
125,110,2025-01-12 11:34:21,2785.30,Pending
126,8850,2024-05-02 23:30:59,15169.20,Paid
127,18616,2023-01-29 20:04:31,1324.13,Shipped
128,10399,2023-07-14 22:39:40,638.74,Shipped
129,12103,2024-10-18 23:28:21,1947.38,Shipped
130,19972,2023-09-21 20:34:07,199.12,Paid
131,3654,2023-11-04 15:05:12,6170.46,Paid
132,16409,2023-08-13 18:49:51,1791.55,Cancelled
133,4115,2022-06-16 22:03:00,1165.52,Paid
134,3234,2024-08-27 07:28:53,3133.85,Shipped
135,15993,2024-07-18 16:11:50,16901.09,Paid
136,6237,2024-01-22 13:52:45,5183.78,Paid
137,10563,2022-09-09 12:31:35,3271.35,Pending
138,3901,2024-04-03 13:14:04,1625.98,Shipped
139,11394,2024-05-18 04:44:46,316.49,Paid
140,5083,2024-08-08 12:02:07,1677.80,Paid
141,19080,2022-10-05 06:51:23,4043.67,Shipped
142,12332,2023-01-03 00:04:11,4378.29,Paid
143,667,2024-04-28 21:19:38,7660.82,Cancelled
144,14732,2022-02-20 15:04:04,3737.36,Paid
145,2150,2022-09-27 21:57:22,39.85,Paid
146,19398,2024-12-04 13:55:31,2937.58,Shipped
147,6842,2022-02-14 03:07:08,2638.64,Paid
148,10750,2023-01-01 15:09:56,129.99,Paid
149,11240,2024-07-15 01:58:22,538.51,Paid
150,951,2023-10-10 13:01:01,3101.77,Cancelled
151,9065,2022-09-02 23:50:58,6161.07,Paid
152,3953,2023-05-29 14:25:49,3.35,Shipped
153,3366,2022-08-20 07:00:25,7036.20,Paid
154,16032,2024-08-14 19:18:48,1984.76,Paid
155,19788,2024-04-21 18:27:42,2099.48,Paid
156,954,2023-07-24 08:17:38,3493.62,Paid
157,12656,2025-02-04 15:54:38,912.74,Paid
158,540,2024-05-15 19:06:23,86.68,Pending
159,4534,2025-01-21 20:45:51,78.00,Paid
160,11144,2023-06-02 14:28:10,879.38,Paid
161,305,2024-08-21 23:23:57,2008.36,Shipped
162,18028,2025-02-02 01:56:43,4021.50,Pending
163,4562,2023-04-21 01:19:56,290.80,Shipped
164,17553,2025-02-22 03:27:59,1541.76,Shipped
165,18427,2024-09-20 09:00:28,2633.59,Paid
166,1861,2025-03-30 14:37:42,548.32,Paid
167,7160,2022-04-25 03:07:13,12763.04,Cancelled
168,17966,2023-07-07 09:35:02,849.88,Paid
169,9539,2022-02-24 16:19:02,135.36,Shipped
170,5321,2023-07-26 22:38:06,1212.36,Pending
171,15338,2024-01-07 13:38:18,441.72,Shipped
172,17588,2022-10-10 02:19:52,1668.40,Pending
173,9308,2023-03-22 03:11:34,345.21,Cancelled
174,11218,2023-03-15 01:24:24,3035.07,Shipped
175,15037,2023-12-19 19:13:43,4810.68,Paid
176,8217,2025-02-27 23:56:36,1094.51,Cancelled
177,6133,2024-10-01 14:23:10,2786.35,Paid
178,17582,2023-12-04 06:54:09,12164.09,Shipped
179,15762,2023-03-16 03:12:53,1543.02,Paid
180,14938,2023-09-21 09:16:54,2889.43,Shipped
181,14832,2023-03-05 09:22:41,1153.49,Paid
182,11097,2024-08-28 08:54:50,1213.07,Paid
183,12242,2025-02-01 08:50:30,1191.70,Paid
184,15224,2023-07-08 18:58:52,91.64,Pending
185,5596,2022-07-23 01:08:33,2811.26,Paid
186,13498,2023-09-23 20:57:01,6153.84,Paid
187,3576,2023-09-24 11:54:13,8645.54,Shipped
188,16934,2022-06-26 13:46:34,1063.92,Cancelled
189,4275,2024-08-08 09:57:22,2051.30,Paid
190,7878,2024-10-03 11:31:01,592.85,Pending
191,16813,2025-04-12 18:27:44,611.84,Paid
192,5166,2024-08-31 18:42:02,2669.36,Paid
193,14426,2023-05-18 11:28:13,1021.37,Paid
194,19724,2024-02-27 14:02:15,6444.27,Shipped
195,1798,2023-01-09 14:06:02,2349.65,Shipped
196,10435,2022-12-17 01:25:25,3859.64,Paid
197,5820,2023-05-21 21:16:33,5832.72,Pending
198,4920,2023-02-03 00:59:03,3637.75,Shipped
199,9442,2025-02-27 16:01:15,14.56,Paid
200,5367,2024-08-19 20:18:02,9642.78,Paid
201,13048,2024-09-16 00:08:47,148.92,Paid
202,15311,2022-11-21 21:16:08,476.88,Shipped
203,7845,2024-04-20 10:44:36,3884.23,Pending
204,4704,2023-12-03 01:25:26,440.78,Shipped
205,4001,2022-01-19 19:43:55,6437.22,Cancelled
206,8815,2023-11-28 17:46:14,138.44,Pending
207,16269,2024-09-07 05:55:18,390.86,Paid
208,18616,2022-06-22 02:02:52,5946.88,Paid
209,9904,2022-07-16 18:51:27,1233.79,Shipped
210,4195,2022-07-29 09:57:25,583.50,Paid
211,19731,2022-01-30 22:37:27,1746.64,Shipped
212,12499,2023-12-30 04:24:53,1176.20,Pending
213,16963,2022-12-28 03:07:36,10769.83,Paid
214,11089,2022-01-28 00:22:15,3519.21,Pending
215,15590,2023-09-04 18:17:40,1535.69,Paid
216,16521,2023-12-20 20:53:04,7986.90,Paid
217,9274,2024-06-17 14:26:33,20.70,Cancelled
218,3769,2024-11-20 17:29:53,232.94,Paid
219,5645,2022-11-10 19:12:49,54.04,Paid
220,167,2023-08-08 19:12:52,673.09,Shipped
221,3364,2024-09-29 14:44:16,2844.53,Shipped
222,18656,2024-01-02 17:35:17,2031.12,Paid
223,15308,2024-04-11 14:22:06,118.92,Paid
224,2993,2022-09-10 01:07:10,4847.06,Paid
225,19719,2023-07-12 12:40:39,806.60,Pending
226,7995,2023-11-21 06:24:17,2234.29,Pending
227,19101,2023-03-29 21:56:41,997.34,Shipped
228,3978,2025-03-31 14:03:40,12837.04,Paid
229,19119,2025-02-27 10:38:39,564.21,Paid
230,15264,2022-11-24 21:16:49,5401.59,Pending
231,6652,2022-11-27 19:54:15,3476.00,Paid
232,7964,2023-12-13 04:26:14,900.10,Shipped
233,16332,2022-11-19 22:27:30,3033.22,Paid
234,9501,2022-04-30 08:36:13,105.06,Pending
235,13744,2022-05-13 02:08:36,2017.54,Paid
236,2702,2024-03-01 16:06:25,161.72,Pending
237,9168,2024-08-21 23:04:00,4169.73,Shipped
238,714,2022-12-04 21:13:37,354.09,Pending
239,19393,2024-04-06 17:08:01,975.74,Paid
240,6670,2024-02-06 04:24:28,9345.81,Shipped
241,2387,2022-08-09 13:15:35,7728.12,Paid
242,16923,2023-01-31 05:21:42,2686.28,Cancelled
243,11653,2022-09-14 03:11:09,8357.92,Shipped
244,2600,2025-01-22 06:06:00,65.27,Shipped
245,4142,2023-11-10 19:30:29,83.63,Paid
246,5470,2023-11-06 18:38:43,684.51,Paid
247,7382,2025-02-22 06:41:01,1560.58,Paid
248,12200,2023-02-13 18:20:30,1471.00,Paid
249,18795,2024-07-06 05:41:22,2044.22,Shipped
250,5977,2025-03-27 06:05:24,918.46,Shipped
251,60,2023-03-21 05:48:19,2748.31,Shipped
252,11767,2023-09-06 13:54:09,939.04,Paid
253,19722,2023-10-08 03:50:11,1004.78,Pending
254,10252,2022-02-20 21:45:48,10595.52,Paid
255,5732,2024-10-11 22:33:38,3677.92,Shipped
256,13281,2024-06-03 10:52:37,1775.75,Paid
257,7811,2025-01-20 10:35:34,1923.65,Paid
258,7189,2025-01-14 02:40:21,7755.12,Pending
259,17827,2023-08-08 18:41:46,1042.96,Shipped
260,8806,2024-02-21 10:17:03,4597.57,Paid
261,15960,2025-01-08 18:12:38,3735.77,Paid
262,12337,2024-08-21 11:07:57,5997.73,Paid
263,18680,2024-02-20 18:02:19,2634.10,Shipped
264,9831,2023-01-21 14:14:55,49.86,Shipped
265,10078,2022-07-28 16:52:33,99.25,Cancelled
266,7186,2022-12-24 09:15:26,220.32,Shipped
267,14321,2024-06-18 09:34:34,6890.85,Shipped
268,6166,2024-11-18 06:00:32,266.47,Cancelled
269,9649,2022-09-02 14:46:38,7562.67,Shipped
270,18261,2023-10-20 21:03:23,93.14,Paid
271,10349,2023-03-16 20:06:50,3908.60,Shipped
272,18443,2025-03-16 08:12:55,2005.35,Paid
273,2997,2025-01-23 21:44:10,1200.00,Paid
274,844,2024-04-05 02:22:24,3401.97,Paid
275,18091,2025-01-08 03:57:49,5487.73,Cancelled
276,2643,2022-06-10 23:54:12,1087.41,Pending
277,14998,2023-06-08 09:54:32,396.88,Cancelled
278,17417,2022-12-23 17:57:30,670.93,Pending
279,5312,2022-03-15 06:17:44,8906.45,Pending
280,19744,2022-04-20 08:41:35,259.50,Pending
281,17550,2025-04-01 03:55:31,1625.38,Paid
282,10640,2025-02-17 06:59:08,868.23,Paid
283,4558,2022-02-27 06:25:52,1574.87,Paid
284,9121,2025-04-09 16:18:00,1731.40,Shipped
285,6121,2024-12-27 18:26:31,521.32,Paid
286,5561,2024-07-18 14:46:48,257.36,Shipped
287,6205,2023-06-12 00:56:02,1150.99,Paid
288,6638,2023-11-10 16:13:16,1867.27,Pending
289,11787,2024-01-10 07:21:08,535.00,Shipped
290,19142,2025-03-26 05:02:47,1382.25,Paid
291,15402,2022-09-28 12:13:37,9961.82,Paid
292,19308,2022-01-13 00:09:38,4216.55,Pending
293,10932,2024-01-30 09:16:55,2337.93,Paid
294,7373,2023-10-27 17:36:18,7761.43,Cancelled
295,6101,2022-04-13 13:03:26,1191.16,Shipped
296,19049,2022-08-29 19:38:50,428.98,Paid
297,15821,2024-10-04 14:14:43,1956.70,Paid
298,4632,2022-12-17 13:23:41,10071.73,Paid
299,2318,2024-02-20 00:02:40,3059.45,Shipped
300,3818,2024-08-13 12:25:44,706.08,Paid
301,16848,2022-08-01 16:29:44,3350.72,Paid
302,10633,2022-12-12 15:58:02,1974.93,Pending
303,11523,2022-08-02 00:14:42,775.14,Pending
304,15635,2023-07-23 21:00:08,1012.05,Paid
305,11086,2024-03-19 07:41:40,1384.11,Paid
306,17083,2024-09-10 15:10:58,734.00,Shipped
307,14126,2023-08-08 11:43:32,6529.39,Shipped
308,3253,2024-06-25 23:27:46,2528.81,Cancelled
309,3722,2024-01-17 00:51:03,2009.42,Shipped
310,5775,2023-01-03 12:52:13,3166.09,Paid
311,4848,2022-05-16 18:45:34,4382.92,Pending
312,990,2025-03-27 23:26:15,2034.84,Pending
313,15781,2023-05-26 12:51:14,83.43,Paid
314,13049,2022-10-06 21:13:40,2067.41,Shipped
315,814,2022-03-12 08:20:47,1380.74,Pending
316,6115,2022-01-11 23:18:50,635.74,Paid
317,10223,2023-06-24 05:01:56,140.48,Paid
318,1992,2023-01-25 01:36:50,14469.11,Paid
319,4185,2023-10-30 14:54:37,721.95,Shipped
320,15842,2023-12-19 11:27:07,2183.61,Paid
321,5726,2022-11-03 03:11:20,1473.34,Paid
322,18215,2022-12-30 04:01:43,141.18,Paid
323,18742,2023-08-31 05:04:12,1084.62,Shipped
324,5993,2024-10-16 14:34:51,384.98,Paid
325,6636,2022-03-04 19:10:43,372.00,Shipped
326,4225,2023-03-07 22:18:09,2550.02,Cancelled
327,280,2024-03-25 23:15:48,8896.39,Cancelled
328,3374,2025-03-13 10:08:04,5790.85,Paid
329,4678,2024-03-06 07:46:41,682.84,Shipped
330,14634,2025-02-21 02:40:39,1193.53,Pending
331,13725,2022-12-03 19:36:13,3002.49,Pending
332,18812,2024-10-20 18:14:36,1937.53,Shipped
333,7409,2024-08-26 09:51:54,295.49,Paid
334,11360,2025-04-03 21:06:54,1610.71,Pending
335,5426,2023-09-14 18:30:24,3667.78,Paid
336,14567,2022-05-10 11:36:26,2513.59,Shipped
337,14304,2024-10-06 20:57:08,1374.81,Pending
338,6450,2023-03-04 21:57:32,3578.69,Paid
339,17438,2025-01-05 03:01:27,71.02,Shipped
340,17347,2023-02-26 02:43:10,670.50,Paid
341,177,2024-07-12 06:28:09,2394.92,Cancelled
342,2273,2024-04-05 07:54:35,9332.34,Paid
343,7361,2023-04-24 20:01:54,8312.50,Paid
344,12516,2022-08-13 20:52:22,7984.96,Cancelled
345,12994,2024-11-03 20:39:50,418.40,Shipped
346,17878,2024-08-30 05:06:15,1353.96,Pending
347,4248,2023-08-19 05:30:07,669.72,Pending
348,12066,2023-04-08 22:38:48,2227.85,Paid
349,10787,2023-07-25 16:40:20,287.65,Pending
350,4378,2025-01-22 17:14:27,1654.53,Paid
351,1582,2022-04-03 17:22:52,5870.97,Paid
352,13831,2024-08-06 19:39:56,1084.60,Shipped
353,1485,2024-06-27 05:42:34,9002.31,Paid
354,16653,2023-09-10 16:52:29,362.24,Shipped
355,7682,2024-10-22 04:29:58,2775.74,Shipped
356,15524,2023-12-23 22:09:20,8048.09,Shipped
357,13314,2024-04-19 08:00:15,10757.88,Paid
358,9424,2023-05-02 09:57:18,5773.91,Shipped
359,1677,2023-10-15 13:43:30,683.87,Paid
360,3856,2023-06-07 21:46:45,9013.08,Shipped
361,16854,2023-06-09 23:06:14,684.02,Cancelled
362,7800,2022-05-09 14:43:30,493.67,Shipped
363,13566,2022-05-26 03:25:43,2915.72,Paid
364,10909,2023-06-03 14:26:32,584.36,Shipped
365,5248,2022-06-03 06:09:49,1121.40,Paid
366,1799,2023-09-10 23:12:27,682.78,Pending
367,6794,2024-05-09 11:28:08,1276.23,Paid
368,17790,2024-05-12 21:40:24,82.26,Paid
369,3,2024-05-10 13:24:40,1285.46,Shipped
370,15865,2023-07-06 02:12:58,1961.35,Shipped
371,8586,2024-02-10 13:33:45,2898.46,Paid
372,1891,2023-05-30 16:44:07,3817.24,Paid
373,14529,2023-08-02 10:49:45,5529.99,Shipped
374,11696,2024-12-06 11:10:35,2468.08,Shipped
375,8801,2023-08-21 07:01:30,720.11,Paid
376,13842,2024-07-29 22:56:02,2699.00,Cancelled
377,17565,2025-01-15 19:42:24,764.39,Paid
378,19108,2022-06-01 01:28:06,11512.22,Shipped
379,3353,2023-07-12 20:39:10,2412.72,Shipped
380,17339,2022-10-24 21:39:40,481.76,Shipped
381,2901,2022-07-02 14:50:50,227.12,Shipped
382,5607,2023-02-22 04:20:44,1077.58,Shipped
383,11311,2022-08-11 13:18:35,870.60,Shipped
384,15066,2024-05-12 00:17:50,10544.86,Paid
385,9970,2022-04-22 23:06:43,1487.64,Paid
386,16750,2024-08-04 03:56:59,6054.85,Paid
387,18806,2025-01-24 07:48:54,8447.08,Paid
388,4160,2024-02-08 19:39:47,1914.85,Shipped
389,14914,2023-06-30 18:04:55,1511.72,Paid
390,2554,2022-08-02 06:26:19,2137.76,Paid
391,587,2024-01-05 09:48:14,453.14,Paid
392,14673,2024-09-09 20:19:25,1062.53,Paid
393,17059,2025-04-13 21:41:28,4074.50,Shipped
394,19194,2024-12-15 09:44:53,611.78,Paid
395,700,2024-02-11 08:55:17,456.33,Paid
396,1375,2023-10-19 15:41:39,10627.48,Cancelled
397,18770,2024-08-20 04:40:41,22.94,Cancelled
398,9327,2022-02-18 07:28:53,2101.87,Shipped
399,15165,2023-08-16 19:29:32,2893.81,Paid
400,365,2023-04-02 12:57:25,460.72,Pending
401,12167,2022-12-30 09:14:13,222.92,Pending
402,9504,2022-01-09 10:17:24,2413.52,Shipped
403,3195,2022-12-11 19:39:38,943.67,Shipped
404,2967,2024-12-06 18:09:17,1582.39,Paid
405,19368,2023-07-18 21:14:59,286.64,Cancelled
406,356,2023-08-25 06:16:22,1499.83,Pending
407,14562,2022-08-09 15:32:21,76.72,Cancelled
408,934,2024-12-08 18:15:20,1588.84,Paid
409,1947,2022-04-27 13:29:58,759.84,Pending
410,17742,2022-11-10 12:16:12,377.62,Shipped
411,12549,2025-02-18 08:48:04,1679.64,Pending
412,16421,2022-09-04 13:11:11,4315.94,Paid
413,809,2025-04-13 19:00:40,1485.26,Shipped
414,7245,2022-03-04 12:26:17,8452.31,Pending
415,2573,2022-09-13 22:57:47,55.98,Pending
416,16872,2022-03-11 18:43:07,449.02,Pending
417,12715,2025-02-12 10:24:30,1662.24,Paid
418,8723,2023-04-15 02:47:14,10966.22,Shipped
419,1944,2024-10-25 15:26:04,835.78,Pending
420,16094,2024-11-02 23:43:00,11977.24,Pending
421,14487,2023-07-16 14:51:42,2075.96,Shipped
422,13257,2024-08-16 11:53:47,2252.93,Shipped
423,1934,2024-04-01 15:58:06,836.02,Shipped
424,3575,2022-09-13 12:38:38,137.70,Paid
425,19726,2023-02-15 04:00:46,2640.02,Cancelled
426,5917,2025-01-19 18:04:35,1183.72,Paid
427,13083,2023-02-26 13:18:26,1903.66,Paid
428,3732,2022-12-16 09:47:15,9.83,Shipped
429,1413,2023-08-09 10:56:03,7589.25,Shipped
430,14003,2024-01-13 00:12:18,508.96,Cancelled
431,6362,2022-05-12 08:12:41,1158.62,Pending
432,1704,2023-10-08 14:00:52,8470.12,Cancelled
433,4106,2023-09-29 17:35:53,876.24,Paid
434,18644,2024-12-26 23:56:20,2358.89,Shipped
435,12708,2022-04-15 22:40:47,1226.46,Pending
436,19240,2025-01-02 06:47:38,3230.61,Paid
437,5999,2023-12-07 10:12:25,1419.97,Paid
438,5537,2023-10-23 11:30:22,2676.74,Paid
439,9500,2023-01-06 09:39:49,303.43,Cancelled
440,13804,2024-03-18 22:44:17,3577.09,Paid
441,8730,2023-06-29 17:30:31,2362.23,Paid
442,5308,2024-05-04 18:59:25,460.01,Shipped
443,14260,2023-12-15 22:46:53,1766.30,Shipped
444,16304,2022-10-19 22:22:22,68.72,Pending
445,15606,2022-02-24 10:59:09,106.24,Cancelled
446,8732,2024-01-17 16:18:31,386.80,Shipped
447,17536,2023-10-12 04:07:25,4416.79,Paid
448,17389,2024-07-22 05:21:47,10978.58,Paid
449,2513,2023-12-23 02:51:24,13538.05,Shipped
450,10056,2024-09-07 17:31:35,1759.90,Pending
451,6877,2024-11-17 03:49:36,2444.42,Shipped
452,8519,2022-12-30 03:58:11,3874.17,Paid
453,5944,2024-07-07 22:57:18,4026.38,Cancelled
454,15880,2023-07-31 15:35:56,1080.53,Shipped
455,12072,2022-07-21 00:18:56,1583.11,Paid
456,4503,2023-10-29 12:49:07,449.00,Paid
457,16151,2024-08-08 05:43:40,2495.73,Pending
458,14998,2024-09-12 23:20:59,851.94,Paid
459,19301,2023-10-16 11:27:15,4529.73,Pending
460,14674,2025-04-09 22:07:34,2158.87,Paid
461,7858,2022-04-03 03:26:32,1073.60,Shipped
462,12740,2025-01-30 18:47:49,5662.12,Paid
463,14541,2024-08-11 15:09:53,7673.02,Paid
464,16808,2022-09-02 16:25:45,1640.55,Paid
465,13889,2024-02-16 06:54:44,1660.05,Cancelled
466,6130,2023-03-08 01:54:15,1366.86,Shipped
467,17526,2023-08-24 04:13:51,3692.50,Paid
468,2872,2024-08-27 11:56:08,2425.21,Pending
469,11937,2023-10-04 20:23:53,4473.76,Paid
470,7896,2022-10-24 13:31:22,2646.41,Pending
471,1604,2024-08-17 11:11:30,2890.88,Paid
472,6789,2024-05-27 11:35:02,4744.64,Paid
473,17309,2024-08-31 15:23:23,4977.56,Shipped
474,19090,2024-10-06 06:10:51,1721.76,Paid
475,7637,2025-02-22 04:19:02,6800.79,Shipped
476,18013,2024-12-19 15:11:03,943.35,Paid
477,10422,2022-07-06 01:05:34,2941.10,Shipped
478,13883,2023-07-25 06:06:00,488.13,Paid
479,18524,2024-04-03 23:45:03,2963.78,Paid
480,4380,2023-12-05 15:02:50,1978.07,Shipped
481,9730,2024-02-25 11:31:03,2358.42,Shipped
482,13892,2023-10-27 15:10:12,1578.01,Shipped
483,6569,2023-11-04 04:39:00,1221.34,Paid
484,5117,2022-12-20 14:43:52,1277.92,Pending
485,9953,2022-11-14 23:25:22,2647.78,Paid
486,3866,2025-03-26 13:08:53,1660.31,Shipped
487,9572,2025-01-30 09:54:12,7018.40,Cancelled
488,15718,2023-03-09 06:59:35,434.38,Shipped
489,14472,2022-02-16 19:07:34,640.93,Pending
490,13927,2023-12-08 00:31:29,209.63,Shipped
491,7551,2022-03-23 06:59:12,1721.12,Paid
492,9311,2022-11-14 09:02:37,95.55,Paid
493,8276,2025-03-08 13:20:23,3126.32,Paid
494,19734,2023-10-11 18:06:41,13573.23,Pending
495,4052,2022-08-22 06:38:37,1374.82,Paid
496,17625,2022-08-19 23:21:45,1854.18,Shipped
497,11088,2023-05-03 04:22:31,3012.41,Shipped
498,17795,2024-12-25 04:59:46,497.90,Shipped
499,8628,2023-04-29 11:28:37,6831.07,Pending
500,17677,2022-01-26 19:08:41,735.93,Paid
501,4919,2025-02-25 18:34:47,2710.93,Cancelled
502,6516,2024-06-30 03:42:28,2248.21,Shipped
503,8286,2022-01-27 23:02:28,314.95,Pending
504,4613,2025-02-22 20:32:01,424.24,Cancelled
505,14941,2022-04-19 01:49:27,1378.95,Shipped
506,17016,2023-11-25 04:48:42,1453.54,Cancelled
507,2442,2024-10-26 01:04:18,11473.70,Shipped
508,2212,2023-05-19 17:48:47,9366.25,Shipped
509,15039,2022-11-16 11:22:14,2018.02,Shipped
510,8493,2025-01-06 01:48:31,8289.94,Paid
511,2123,2023-08-25 08:03:26,826.21,Paid
512,8943,2024-08-11 05:31:12,215.00,Paid
513,6318,2022-07-16 22:48:28,1915.36,Paid
514,18906,2024-02-09 13:40:50,1228.28,Pending
